product_key,product_id,category,sub-category,product_name
641,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems
642,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set
643,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors
644,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive
645,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame
646,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern
647,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems
648,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor
649,TEC-PH-10001949,Technology,Phones,Cisco SPA 501G IP Phone
650,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1"""
651,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2"
652,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921
653,OFF-PA-10000659,Office Supplies,Paper,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”"
654,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray"
655,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables
656,OFF-AP-10003622,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack"
657,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone
658,OFF-PA-10001937,Office Supplies,Paper,Xerox 21
659,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector
660,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier
661,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp
662,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884
663,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors
664,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony"
665,OFF-AR-10003903,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener
666,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box"
667,OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum
668,OFF-PA-10000806,Office Supplies,Paper,Xerox 1934
669,OFF-AR-10000896,Office Supplies,Art,Newell 329
670,TEC-PH-10002310,Technology,Phones,Panasonic KX T7731-B Digital phone
671,OFF-ST-10002289,Office Supplies,Storage,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black"
672,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear"
673,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card
674,OFF-PA-10004475,Office Supplies,Paper,Xerox 1940
675,OFF-PA-10003001,Office Supplies,Paper,Xerox 1986
676,OFF-LA-10000262,Office Supplies,Labels,Avery 494
677,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal
678,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916
679,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure
680,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table
681,OFF-PA-10001639,Office Supplies,Paper,Xerox 203
682,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock
683,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994
684,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels
685,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip
686,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine
687,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors
688,OFF-FA-10000992,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes"
689,OFF-PA-10000595,Office Supplies,Paper,Xerox 1929
690,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins
691,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard
692,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers
693,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8"""
694,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
695,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal
696,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers
697,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone
698,TEC-PH-10000038,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker
699,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black
700,TEC-PH-10000455,Technology,Phones,GE 30522EE2
701,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange"
702,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture
703,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System
704,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils
705,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier
706,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets"
707,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes
708,FUR-FU-10002088,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2
709,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978
710,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book
711,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
712,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener
713,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
714,FUR-CH-10002335,Furniture,Chairs,Hon GuestStacker Chair
715,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors
716,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
717,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
718,OFF-PA-10004983,Office Supplies,Paper,Xerox 23
719,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box
720,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB
721,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top
722,TEC-PH-10002468,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural"
723,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black"
724,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC
725,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders
726,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976
727,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection
728,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless
729,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931
730,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988
731,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
732,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack"
733,OFF-AR-10003770,Office Supplies,Art,Newell 340
734,TEC-PH-10003691,Technology,Phones,BlackBerry Q10
735,OFF-PA-10000295,Office Supplies,Paper,Xerox 229
736,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener
737,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R
738,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
739,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads
740,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets"
741,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8"""
742,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders
743,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse
744,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993
745,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders
746,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black"
747,OFF-SU-10003936,Office Supplies,Supplies,Acme Serrated Blade Letter Opener
748,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases
749,OFF-PA-10000312,Office Supplies,Paper,Xerox 1955
750,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac
751,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899
752,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes
753,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System
754,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters
755,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer
756,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair
757,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center
758,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker
759,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center
760,OFF-LA-10003148,Office Supplies,Labels,Avery 51
761,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer
762,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black"
763,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black"
764,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone
765,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier
766,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner"
767,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes
768,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts"
769,OFF-AP-10001469,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector
770,TEC-AC-10001383,Technology,Accessories,Logitech Wireless Touch Keyboard K400
771,OFF-LA-10001569,Office Supplies,Labels,Avery 499
772,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page"
773,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
774,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
775,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad
776,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps
777,OFF-PA-10002105,Office Supplies,Paper,Xerox 223
778,TEC-MA-10004241,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer
779,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black"
780,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
781,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB
782,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue"
783,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black"
784,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector
785,FUR-FU-10000758,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame
786,TEC-MA-10004679,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit
787,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads
788,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper
789,OFF-PA-10004888,Office Supplies,Paper,Xerox 217
790,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch
791,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector
792,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand"
793,OFF-PA-10000223,Office Supplies,Paper,Xerox 2000
794,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
795,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair
796,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards
797,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT
798,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors
799,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954
800,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos
801,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts"
802,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
803,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders
804,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2"
805,OFF-AR-10001615,Office Supplies,Art,Newell 34
806,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971
807,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone
808,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
809,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders
810,OFF-PA-10004100,Office Supplies,Paper,Xerox 216
811,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse
812,OFF-PA-10000682,Office Supplies,Paper,Xerox 1924
813,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black"
814,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room"
815,OFF-ST-10002406,Office Supplies,Storage,Pizazz Global Quick File
816,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps
817,OFF-PA-10000788,Office Supplies,Paper,Xerox 210
818,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard
819,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone
820,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets
821,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File
822,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers
823,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black
824,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock"
825,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White"
826,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes
827,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System
828,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit
829,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File
830,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color"
831,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips
832,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle"
833,OFF-AP-10001366,Office Supplies,Appliances,Staple holder
834,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
835,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters
836,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box"
837,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils
838,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue"
839,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper
840,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope
841,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder
842,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet
843,TEC-PH-10000526,Technology,Phones,Vtech CS6719
844,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx"
845,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone
846,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders"
847,FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer"
848,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard
849,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate"
850,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps
851,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp
852,TEC-AC-10001542,Technology,Accessories,SanDisk Cruzer 16 GB USB Flash Drive
853,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock"
854,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs
855,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock"
856,OFF-LA-10000121,Office Supplies,Labels,Avery 48
857,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems
858,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote
859,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting"
860,FUR-FU-10000222,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
861,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder
862,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop
863,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright
864,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets
865,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes
866,OFF-AR-10001473,Office Supplies,Art,Newell 313
867,OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener
868,TEC-MA-10004086,Technology,Machines,Plantronics Single Ear Headset
869,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960
870,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack"
871,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White"
872,OFF-AP-10004532,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector
873,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame
874,OFF-AR-10000634,Office Supplies,Art,Newell 320
875,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels"
876,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length"
877,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black"
878,OFF-BI-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders
879,OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut"
880,OFF-BI-10004308,Office Supplies,Binders,Avery Legal 4-Ring Binder
881,OFF-BI-10004099,Office Supplies,Binders,GBC VeloBinder Strips
882,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere
883,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900
884,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders
885,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors
886,TEC-AC-10000865,Technology,Accessories,WD My Passport Ultra 500GB Portable External Hard Drive
887,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942
888,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair
889,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3
890,FUR-TA-10004607,Furniture,Tables,Hon 2111 Invitation Series Straight Table
891,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting
892,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener
893,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements
894,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases
895,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System
896,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11"""
897,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go
898,OFF-AP-10001634,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum
899,TEC-AC-10002370,Technology,Accessories,Maxell CD-R Discs
900,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14"""
901,OFF-AR-10003876,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink"
902,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
903,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs
904,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files
905,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black"
906,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink
907,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top"
908,TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card
909,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams
910,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal"
911,TEC-PH-10002352,Technology,Phones,Avaya IP Phone 1140E VoIP phone
912,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki"
913,OFF-FA-10002975,Office Supplies,Fasteners,Staples
914,OFF-ST-10003996,Office Supplies,Storage,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
915,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
916,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952
917,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units
918,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair
919,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB
920,OFF-AR-10001419,Office Supplies,Art,Newell 325
921,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray"
922,OFF-LA-10004689,Office Supplies,Labels,Avery 512
923,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
924,OFF-FA-10000735,Office Supplies,Fasteners,Staples
925,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker
926,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes
927,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers
928,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0
929,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files
930,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks
931,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers
932,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener
933,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10
934,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive
935,OFF-ST-10002352,Office Supplies,Storage,Iris Project Case
936,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
937,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons
938,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set"
939,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak"
940,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers
941,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories
942,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors
943,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
944,OFF-LA-10002475,Office Supplies,Labels,Avery 519
945,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes"
946,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum"
947,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame
948,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder
949,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes
950,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard
951,OFF-AP-10004052,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"
952,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer
